"otimism","frivolity","love","gloat","frustration","disaproval","envy","remorse","aggresiviness","rejection","rivalry","contempt","anxiety","awe","submission","coercion","desgosto"
0,0,0,0,0,0,0,-1.28,0,0,0,-0.04,0,0,0,0,TRUE
0.34,-0.09,0.67,0,-0.61,0,-0.62,0,0,-0.1,0,0,-0.48,0,-0.48,0,TRUE
1.78,0,3.64,0,0,0,0,-1.28,0,0,0,0.37,0.05,0,0.05,0,TRUE
1.78,0,1.99,0,0,-0.13,0.14,-3.73,0,0,0.07,-0.26,0,-0.09,0,-0.09,FALSE
0,0,0,0,0.06,0,0.13,-3.1,0,-0.06,0,-0.49,-0.01,0,-0.01,0,TRUE
1.48,0,0.93,0,0,0,0,0,0,0,0,0,0.43,0,0.41,0,FALSE
0,0.29,1.41,0,0,-0.59,0,-0.8,0,0.01,0,0.01,0,0,0,0,FALSE
0,0,0,0,0,0,0,-1.89,0,0,0,-0.06,0,0,0,0,TRUE
2.08,0,0.22,0,0,-0.59,0,-2.74,0,-0.08,0,-0.51,0,0,0,0,FALSE
1.77,0.29,1.41,0,0,0,0,0,0,0,0,0,-0.01,0,0,-0.01,FALSE
0.44,0,0.13,0,0.11,0,0.04,-1.89,0,0,0,-0.06,0.12,0,0.15,0,FALSE
0,0.07,0.18,0.07,0.05,0,0.13,-1.9,0,0,0,-0.39,0.08,0,0.08,-0.07,FALSE
0.29,0,0.2,0,0,0,0,0,0,0,0,0,0.23,0,0.12,0,FALSE
0,0,0,0,0,0,0,-5.07,0,-0.03,0,-0.52,0,0,0,-0.74,TRUE
0,0.21,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0.83,0,0.73,0,0,-0.2,0,-0.35,0,0.03,0,-0.12,0.07,0,0.04,0,TRUE
0,0,0,0,0.11,0,0.06,-1.95,0,0,0,-0.26,0.2,0,0.2,0,TRUE
0.46,-0.01,0.52,0,0,0,0,-1.76,0,0,0,-0.17,0.14,0,0.14,0,FALSE
0.71,0,0.75,0,0.1,0,0.11,-2.39,1.11,0,0.4,-0.42,0.08,0,0.08,0,FALSE
0.62,0,2.35,0,0,0,0,0,0,0,1.65,0,0.05,0,0.05,0,FALSE
0.13,0.09,1.74,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0,FALSE
0.17,0,4.41,0,0.25,-0.14,0.16,-2.13,0,0,0,0.02,0.19,-0.12,0.19,-0.12,TRUE
0.28,0,0.27,0,0.27,0,0.05,0,0.2,0,0.06,0,0.07,0,-0.04,0,TRUE
1.72,0,1.77,0,0.03,0,-0.06,0,0,0,0,0,-0.1,0,-0.1,0,FALSE
0.61,0,0.68,0,-0.07,0,0,0,0.09,0,0,0,0.11,0,0.11,0,FALSE
0.42,0,0.2,0,0,0,0,0,0,0,0,-0.12,0.12,0,0.04,-0.79,TRUE
0.22,0.28,1.78,0,-0.2,0,0,-0.07,0,0,0,0,-0.2,0,0.06,0,TRUE
0.44,-0.06,0.75,0,0,-0.12,0,-1.45,0,0.01,0,0.37,0.02,-0.3,-0.28,0,FALSE
1.68,0,1.57,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0,FALSE
0.77,0.21,2.32,0,0,0,0,-1.75,0,0,0.14,-0.12,0.03,0,0.03,0,FALSE
0.43,0.11,3.09,0,0.01,0,0.03,0,0,0,0,0,-0.02,0,-0.1,0,FALSE
1.66,0,0,0,0,0,0,-1.45,0,0,0,-0.14,0,0,0,0,FALSE
0.21,0,0.15,0,-0.03,0,-0.11,-1.9,0,0,0,0,-0.08,0,-0.08,-0.73,FALSE
0,0,0,0,0,-1.08,0,-2.47,0,-0.18,0,-0.32,0,0,0,0,FALSE
0.18,0,0.23,0,0,0,0.08,-0.25,0,0,0,0,-0.05,0,-0.02,-0.96,TRUE
0,0,0,0,0,-0.13,0,-0.34,0,0,0,0,0.11,-0.09,0.11,-0.09,TRUE
0,0.21,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0,-0.13,0,0,0,0,0,-4.79,0,-0.14,0,-0.06,0.05,0,0.05,0,TRUE
0,-0.01,0,-0.13,0,0,0,0,0,-0.01,0,-0.13,0,0,0,0,FALSE
0.14,0,0,0,0.1,-1.66,0.08,-4.01,0,-0.06,0,-0.62,0.22,0,0.18,0,TRUE
0,0,0,0,0,0,0,-1.18,0,0,0,0.16,0,0,0,0,FALSE
0,0,0,0,0.07,0,0,-0.75,0.82,0,0,0,0,0,0,0,FALSE
1.82,-0.16,3.34,0,0.18,0,0.3,0,0,0,0,0,0.03,0,0.03,0,FALSE
0,0.44,3.5,0,-0.04,0,0,-0.53,0,0,0,0,-0.11,0,0,-0.33,FALSE
0.4,0.08,2.04,0,0,0,0,-0.18,0,0,0,-0.19,0.07,0,0.07,-0.16,FALSE
0,-0.04,1.18,0,0.11,0,0.06,-0.13,0,0,0,0,0.08,0,0.08,-0.23,FALSE
1.88,-0.49,5.43,0,0,0,0,-3.24,0,0,0,-0.32,0,0,0,0,TRUE
2.48,0,2.54,0,0,0,0,0,0,0,0.11,0,0.19,0,0.19,0,TRUE
0,0.07,0,0.07,0.13,0,0.16,0,0,-0.05,0,-0.05,0.09,-1.74,0.09,-1.74,TRUE
0.14,0,0.35,0,-0.27,0,0,0,0,0,0.21,0,0.08,0,0.05,0,FALSE
0.5,0,0.42,0,0.24,-0.24,0.1,-1.79,0,0,0,-0.11,0.19,0,0.19,0,FALSE
0.27,0,0.38,0,0.19,0,0.02,0,0,-0.03,0,-0.15,0.16,0,0.16,0,FALSE
0,0.09,1.76,0,0.16,0,0.24,0,0.09,0,0,0,0.12,0,0.12,0,TRUE
2.19,0,2.31,0,-0.21,0,-0.01,-0.79,0.15,0,0.25,0,0.15,0,0.13,-0.09,TRUE
1.97,0,3.7,0,0.28,0,0.19,0,0,0,0,0,0.22,0,0.13,0,TRUE
0,-0.09,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,FALSE
0.32,0.15,2.12,0,0,-0.1,0,-0.08,0,0,0,0.26,0.08,0,0.08,0,FALSE
1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0,0.08,1.54,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,TRUE
3.72,0.09,5.44,0,-0.4,0,0,-2.95,0,0,0,-0.05,-0.01,0,0.08,-0.26,FALSE
0.23,0.31,1.71,0,0,-0.08,0,-1.82,0,0,0,0,0.06,-0.14,-0.05,-0.81,FALSE
0.32,0.05,0.67,0,-0.08,0,0,-0.64,0,0,0,0,0.4,-0.22,-0.04,0.22,FALSE
2.3,0,0.34,0,0.06,0,0,-0.76,0.79,0,0,-0.03,0.14,0,0.14,0,FALSE
2.09,0.15,3.76,0,0,0,0,-0.13,0,0,0,0,0.11,0,0.11,-0.23,FALSE
0.26,0.36,1.68,0,0.02,0,0,-3.51,0,0,0,-0.08,0.16,0,0.14,-0.05,FALSE
0,0.12,1.37,0,0.2,0,0.04,-1.91,0,-0.1,0,-0.35,0.17,0,0.17,0,FALSE
0,0,0,0,0,0,0,-1.93,0,0,0,0.18,-0.05,0,-0.05,-0.22,FALSE
0,0,0,0,0.13,-2.12,0.05,-6.06,0,-0.16,0.12,-0.66,0.07,-1.45,0.15,-0.08,FALSE
0.33,-0.14,3.2,0,0,0,0,0,0,0,0,0,-0.01,0,-0.01,0,FALSE
0,0,0,0,-0.07,0,0,0,0.09,0,0,0,0.14,0,0.14,0,TRUE
0,0,0,0,0.19,0,-0.01,0,0,0,0,0,0.2,0,0.2,0,FALSE
0.28,0,0.18,0,0.25,0,0.1,0,0,0,0,0,0.35,0,0.38,0,FALSE
2.44,0,3.29,0,0,-0.23,0,-0.37,0,0,0,0,0.78,-0.14,0.78,-0.14,FALSE
1.78,0.31,3.69,0,0.01,0,0.15,-1.69,0,0,0.11,0.09,-0.07,0,-0.07,0,TRUE
2.02,-0.18,3.28,0,0,0,0,-1.84,0,0,0,0.04,0,0,0,0,FALSE
0,-0.02,1.73,0,0,0,0,-1.5,0,0,0,0.23,0.1,0,0.1,0,FALSE
0.77,0.12,7.14,0,0.32,-0.1,0.26,-0.08,0,0,0.17,0.02,0.39,0,0.39,0,FALSE
0.17,0,0.16,0,0,0,0,-2.13,0,0,0,0,0.04,0,0.04,-0.82,TRUE
0.78,0,0.76,0,0.43,-0.1,0.36,0,0,-0.02,0.14,0,0.43,0,0.43,-0.94,FALSE
1.77,0,0,0,-0.01,-0.33,0.01,-1.96,0,0,0,-0.3,0.03,-0.24,0.03,-0.24,FALSE
1.16,0.24,6.72,0,-0.18,0,0,-0.7,0,0,0,0,0.52,0,0.42,0.1,FALSE
1.96,0,2.19,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,FALSE
0,0,0,0,0.01,0,0,-0.34,0,0,0,-0.19,-0.03,0,0,0,FALSE
0.24,0,0.24,0,0.21,-0.59,0.14,-4.05,0,0,0,0.11,-0.03,0,-0.03,0,TRUE
0.5,0.05,0.55,0,0.02,0,0.05,0,0,0.02,0.1,0,0,0,0,0,FALSE
0.22,0.07,0.25,0,0,0,0,-5.19,0,0.02,0,-0.19,0,0,0,-0.8,FALSE
0.47,0,0.52,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0,FALSE
0,-0.18,1.31,0,0,-0.11,0,-1.49,0,-0.01,0,-0.1,0,0,0,0,FALSE
0.12,0,0.37,0,0,-0.06,0,-0.13,0,-0.02,0,-0.09,-0.12,0,-0.12,0,TRUE
0.18,0,0.11,0,0,0,0,0,0,0.02,0,-0.01,0.04,0,0.04,0,FALSE
0.44,-0.04,0.54,0.01,0.12,0,0.11,-0.32,0,0,0,-0.01,0.09,0,0.09,-0.09,FALSE
0.17,0,0.25,0,0.19,0,0.05,0,0,0.01,0,0.04,0.15,0,0.15,0,FALSE
0.5,0,0.55,0,0,0,0,0,0,0,0.12,0,0,0,0,0,TRUE
1.58,0,1.61,-0.02,0.01,0,0,0,0.23,0,0.13,0,0.08,0,0.11,-0.08,FALSE
0.63,0,0.77,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,FALSE
0.2,0.32,5.12,0,0.15,0,0.02,-2.91,0,0,0,0.17,0.17,0,0.01,0,FALSE
0.29,0,0.34,0,0,0,0,-0.3,0.36,0,0.41,0,0,0,0,-0.22,FALSE
1.78,0.07,3.69,0,0.3,-0.28,0.21,-0.54,0,0,0,0,0.21,-0.19,0.21,-0.19,FALSE
0,0,0,0,0,0,0,-1.91,0,0,0,-0.35,0,0,0,0,FALSE
0,-0.15,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0.71,-0.11,1.76,0,0.01,0,0,0,0,0,0,0,0.42,0,0.45,0,FALSE
0,0,0,0,0,0,0,-1.45,0,0,0,0.14,0.06,0,0.06,0,FALSE
0,0,0,0,0,0,0,-1.59,0,0,0,-0.33,0,0,0,0,TRUE
0.1,-0.01,0,0,0.17,0,0.12,0,0.26,0.01,0.16,0.01,0.19,0,0.19,0,TRUE
0.26,0,0.2,0,0,0,0.03,0,0,0,0,-0.19,0.14,0,0.03,-0.94,FALSE
1.91,0,2.01,0,0,0,0,-3.33,0,0,0,-0.33,0.06,0,0.06,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,-0.07,0,0,0,0,0,0,0,-0.04,0,0,0,FALSE
0,0,0,0,-0.07,-0.18,0,-0.26,0.14,-0.05,0.12,-0.13,-0.04,0,0,0,FALSE
0,0,0,0,0.01,0,0,-3.55,0.25,0,0.11,-0.77,-0.03,0,0,0,TRUE
0,-0.09,1.45,0,0.07,0,0,-1.38,0,0,0,-0.24,0,0,-0.08,0,TRUE
2.43,0,1.82,0,0,0,0,-1.63,0,0,0.31,0.16,0.33,0,0.33,-0.07,FALSE
0.22,0,0.25,0,0,0,0,-0.23,0,0,0,0,0,0,0,-0.17,FALSE
0,0,0,0,-0.1,0,0,-1.88,0,0,0,0,-0.03,0,0,-0.03,TRUE
0,0.07,0,0.05,-0.07,0,0,-1.63,0.09,0,0,0,0,0,0,-0.96,FALSE
0,0,0,0,0.28,0,0,0,0,0,0,-0.03,0.25,0,0.25,0,TRUE
0,0,0.13,0,0,0,0,-2.53,0,-0.09,0.07,0.47,0,0,0,0,TRUE
2.17,0,1.95,0,0.39,-0.04,0.46,-0.11,0,0,0,0,0.22,-0.06,0.11,-0.06,FALSE
0.79,0,0.69,0,0.1,0,0.17,-1.55,0,0,0,0.04,0.18,0,0.18,0,FALSE
0.11,0,0.11,0,-0.04,0,-0.09,0,0.08,0,0,0,0.01,0,0.01,0,TRUE
0.19,0.05,3.31,0,0.27,0,0.29,0,0,0,0,0,0.47,0,0.47,0,TRUE
0.23,0,0.11,0,0.18,0,0.17,0,0,0,0,0,0.16,0,0.16,0,FALSE
0.35,0,1.95,0,0.15,-0.11,0.02,-3.95,0,-0.01,0,-0.36,0.36,0,0.36,0,FALSE
1.77,0,0.14,0,0.07,0,0.16,-1.92,0,0,0,0.23,0.18,0,-0.04,0.22,FALSE
0,0.01,0,0,0.3,0,0.21,-1.91,0,0,0,-0.72,0.21,0,0.21,0,FALSE
0.27,0,0.15,0,0.25,0,0.1,0,0,0,0,0,0.33,0,0.22,0,TRUE
0.13,0,0.12,0,0.26,0,0.25,0,0,0,0,-0.08,0.19,0,0.19,0,FALSE
0.17,0,0.27,0,0.14,0,0,-1.75,0.15,0,0.25,-0.12,0.23,0,-0.02,0,TRUE
0.13,0,0.12,0,0.09,0,0.04,0,0,0,0,0,0.04,0,0.04,0,TRUE
0,0,0,0,0.1,0,0.12,-1.91,0,0,0,-0.26,0.03,0,0.03,0,FALSE
3.2,0,2.97,0,0,0,0,-0.1,0.18,0.05,0.17,0,0.38,0,0.38,-0.07,FALSE
2.31,0,0.15,0,0.19,0,-0.01,0,0,0,0,0.06,0.53,0,0.53,0,FALSE
0,0,0,0,-0.7,0,0,0,0.1,0,0.13,0,-0.42,0,0,0,TRUE
0,0,0,0,0.14,-0.4,0.1,-0.62,0,0,0,0,0.11,-0.26,0.11,-0.26,FALSE
0.24,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0,-0.02,1.73,0,0,0,0,-2.96,0,0,0,-0.38,0,0,0,0,FALSE
0.1,-0.02,0,0,0,0,0,-1.35,0,0,0,-0.06,0.02,0,0.02,0,FALSE
0,-0.02,1.73,0,0.01,0,0,0,0,0,0,0,-0.03,0,0,0,FALSE
0,0.39,3.15,0,0,0,0,-3.74,0,0,0,-0.2,0,0,0,-0.74,FALSE
1.94,0,1.48,0,0,0,0,-1.88,0,0,0,-0.05,0.07,0,0,-0.06,TRUE
0.18,0.34,1.86,0.08,0,0,0,-1.5,0,-0.03,0,-0.06,0.04,0,0.04,0,FALSE
1.67,0.21,1.37,0,0,0,0,-1.93,0,0,0,0.21,0,0,0,-0.22,FALSE
0.31,0,0,0,0,0,0,-0.34,0.08,0.01,0,-0.18,0.02,0,0,0,FALSE
0.61,0,0.7,0,0.27,0,0.46,0,0,0,0,0,0.19,0,0.19,0,FALSE
0,0.04,1.56,0,-0.07,0,0,0,0.09,0,0,0,0.06,0,0.06,-0.11,TRUE
1.78,0,1.9,0,0,0,0,-3.18,0,0,0,-0.02,0.14,0,0.14,0,TRUE
2.69,0,0.85,0,0,0,0,0,0,0,0,0,0.22,0,0.22,0,FALSE
0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.23,0.21,3.17,0,0,0,0,-1.45,0,0,0,-0.14,0.08,0,0.08,0,FALSE
2.15,0,0.36,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,FALSE
0.28,0,0.46,0,0.09,0,0.01,0,0,0,0,0,0.02,0,0.02,0,FALSE
3.55,0.09,3.52,0,0,0,0,-1.63,0,0,0,-0.03,0,0,0,0,TRUE
0.2,0,1.8,0,-0.07,0,0,-0.64,0,0.01,0,0.01,0.19,0,0,0.19,FALSE
0,0.21,1.37,0,0,-0.05,0,-0.15,0,0,0,0,0,0,0,0,FALSE
0.22,-0.02,1.98,0,0.45,-0.05,0.39,-0.42,0,0,0,0,0.16,-0.06,0.16,-0.06,TRUE
3.88,0.29,5.58,0,0,0,0,0,0,-0.02,0.09,0,0.21,0,0.21,0,FALSE
0.24,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
1.82,0,1.57,0,0,0,0,-1.45,0,0,0,-0.2,0,0,0,0,FALSE
0.44,-0.11,2.12,0,0.01,0,0,0,0,-0.1,0,0,0.07,0,0.1,0,TRUE
0,0.14,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
3.36,0.14,1.77,0,0,0,0,-3.28,0,0,0,-0.32,0,0,0,0,FALSE
0,0.14,1.46,0,0.19,-0.18,-0.01,-0.19,0,-0.09,0,-0.03,0.2,0,0.2,0,FALSE
2.06,0.06,3.36,-0.09,0.01,0,0,0,0,-0.02,0,-0.1,0.32,0,0.35,0,FALSE
1.24,0,1.06,0,0.12,0,0,-0.71,0.82,0,0,-0.01,0.37,0,0.37,0,FALSE
0,0.09,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
4.2,0.07,5.76,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0,FALSE
0.26,0,0.38,0,0.18,0,0.07,0,0,0,0.12,0,0.05,0,0.05,0,TRUE
0.92,0.08,2.42,0,0,0,0,0,0,0,0,0,0.27,0,0.27,0,FALSE
1.7,0,0,0,0,0,0,-3.43,0,0,0,0.03,0,0,0,0,FALSE
0,0,0,0,0,-0.17,0,-0.3,0,0,0,0,0,-0.13,0,-0.92,TRUE
0.39,0,0.47,0,0,0,0,0,0,0,0.11,0,-0.01,0,-0.01,0,TRUE
2.77,0.46,7.4,0,0,0,0,0,0,0,0,0,0.17,0,0.17,-0.75,FALSE
0.2,-0.3,1.39,0,0,0,0,0,0,0,0,0,0.02,0,0,0,FALSE
0,-0.07,0.2,0,-0.07,0,0,-1.63,0.09,0,0,-0.1,0,-0.18,-0.18,0,FALSE
0.27,0,0.31,0,0.1,0,0.12,-1.68,0,0,0.21,-0.2,0.11,0,0.11,-0.17,TRUE
1.72,0.07,2.74,0,0.24,0,0.19,0,0,-0.01,0,-0.11,0.21,0,0.21,0,FALSE
0.1,0,0,0,0,0,0,-1.75,0,0,0,-0.12,0.12,0,0.12,0,FALSE
0.18,0,1.66,0,0.09,0,0.04,0,0,0,0,0,0.08,0,0.08,0,FALSE
1.85,0,1.79,0,0,-0.59,0,-0.8,0,0,0,0,0.01,0,-0.1,0,TRUE
1.77,0,0,0,-0.06,0,-0.06,-0.31,0,-0.03,0,-0.15,-0.14,0,-0.14,-0.25,TRUE
0,0,0,0,0.11,0,0.03,0,0,0,0,0,0.07,0,0.07,0,TRUE
1.87,-0.16,3.35,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,FALSE
1.78,0,1.9,0,0,0,0,-1.5,0,0,0,0.09,0,0,0,0,FALSE
0.2,0,0,0,-0.1,0,0,-0.25,0,0,0,0,-0.01,0,0,-0.03,FALSE
0.14,0,0.23,0,0.13,0,0.1,-1.76,0,0,0,-0.36,0.03,0,0.03,0,FALSE
0.5,0.3,1.81,0,0.09,-0.19,0.15,-0.11,0,0,0,0,0.01,-0.19,0.01,0,FALSE
1.78,0.02,3.72,0,-0.49,0,0,-0.82,0,0.03,0.2,0,-0.16,0,-0.04,-0.17,FALSE
2,0,2.15,0,0,0,0,-1.55,0,0,0,0.04,0.1,0,0.1,0,FALSE
3.06,0.15,6.28,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,TRUE
1.77,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.38,-0.34,1.6,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0,FALSE
1.58,0,1.84,0,0,0,0,-1.89,0,0,0,0.04,-0.02,0,-0.02,0,FALSE
0,-0.25,1.41,0,0.14,0,0.14,0,0,0,0,0,0.07,0,0.07,0,TRUE
0.22,0,1.9,0,0.01,0,0.08,-2.54,0,0,0,0,0.35,0,0.13,-0.51,FALSE
2,0,0.11,0,0.09,0,0.01,-1.51,0,0.11,0,-0.06,0.12,0,0.12,-0.07,FALSE
0.31,0.07,0.3,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0,FALSE
0.13,0.25,3.38,0,0,0,0,-3.29,0,0,0,-0.59,0.02,0,0.02,0,FALSE
0,0,0,0,0,-1.82,0,-1.61,0,0,0,0,-0.01,-1.82,0,-1.83,FALSE
0,0.15,3.08,0,0,-0.15,0,-3.3,0,0,0,0.16,0,0,0,0,FALSE
0.14,0,0.15,0,0,0,0,-5.27,0,0,0,-0.91,0,0,0,0,TRUE
0,0.14,1.46,0,0,0,0,0,0,0,0.17,0,0,0,0,0,FALSE
0,-0.04,1.36,0,0.17,0,0.29,0,0,0,0,0,0.03,0,0.03,0,FALSE
0.35,0.08,0.38,0,0,-0.07,0.05,-1.58,0,0,0,0.12,0.03,0,0.03,0,FALSE
0.17,0,0.54,0,0.19,0,-0.01,-1.7,0,0,0.28,0,0.29,0,0.29,0,FALSE
0,0,0,0,-0.07,0,0,-2.44,0.09,0,0,0.24,0,0,0,0,FALSE
0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,-0.07,FALSE
0,-0.03,1.42,0,0,0,0,-1.38,0,0,0,0.02,-0.12,0,-0.05,0,FALSE
0.26,0,0.2,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0,TRUE
0.94,-0.03,1.91,0,0,0,0,-1.35,0.14,0,0.11,-0.06,0.25,0,0.25,0,FALSE
0.28,0.19,3.4,0,0,-0.11,0,-1.77,0,0,0,-0.3,0.19,0,0.19,0,FALSE
0,0,0.22,0,0,0,0,-1.5,0,0,0,-0.2,0,0,0,0,TRUE
0,0.21,1.37,0,0,0,0,-1.97,0,0,0,-0.08,0.01,0,0.01,0,TRUE
0.68,0.22,2.26,0,0,0,0,-1.28,0,-0.03,0,0.26,0.18,0,0.18,0,FALSE
0,0.21,1.37,0,0,0,0,0,0,0,0.11,0,0,0,0,0,FALSE
1.59,0,1.55,0,0.02,0,0.03,0,0,0,0,0.09,0.01,0,0.01,0,FALSE
1.87,0,0.16,0,0.19,0,-0.01,0,0,0,0,0,0.2,0,0.2,0,FALSE
0.12,-0.04,0.12,0,0.03,0,0.03,-1.93,0,0,0,-0.26,0,0,0,0,FALSE
0.24,0,0.24,0,-0.02,0,0.15,0,0,0,0,0,0.15,0,0.12,0,FALSE
0.28,0,0.18,0,0,0,0,-3.51,0,0,0,-0.38,0.24,0,0.24,0,FALSE
0.64,0,0.71,0,-0.07,0,0,0,0.09,-0.03,0,-0.15,0.24,0,0.24,0,FALSE
2.47,-0.12,3.81,0,0,0,0,-2.05,0.15,0,0.15,-0.26,0,0,0,-0.07,TRUE
0,-0.08,2.86,0,-0.07,0,0,0,0.09,0.01,0.17,0.01,0,0,0,0,FALSE
0,0,0,0,0.06,0,0.13,-2.05,0,0,0,0,0.05,0,0.05,-1.08,TRUE
0,0,0,0,0,0,0,0,0,0,0,-0.19,0.06,0,0.06,0,FALSE
0.17,0,1.78,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,FALSE
0,0,0,0,0.33,0,0.17,-1.68,0,0,0,0.09,0.15,0,0.26,-0.11,FALSE
1.77,0,0,0,0,0,0,-5.64,0,0,0,-0.66,0,0,0,-0.75,FALSE
0.22,0,1.86,0,-0.21,0,0.05,-1.8,0.12,0,0.11,0.15,0.09,0,0.06,0,FALSE
0.29,0,0.22,0,0,0,0,0,0,0,0,0,0.22,0,0.22,0,FALSE
0,0.21,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,1.7,0,0.25,0,0.2,-1.7,0,0,0,0.25,0.37,0,0.37,0,FALSE
0,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,-0.09,0.14,0,0,0,0,0,0,0,0.18,0,0,-0.23,0,0,FALSE
3.53,0,3.56,0,-0.45,0,0.02,-0.88,0,0,0,0,-0.12,0,0.11,-0.23,FALSE
0,0.36,1.48,0,0.3,0,0.08,0,0,0,0,0,0.27,0,0.27,0,FALSE
0,0,0,0,0,0,0,-1.49,0,0,0,-0.11,0,0,0,0,TRUE
0,-0.09,0,0,0,0,0,-1.91,0,-0.1,0,-0.35,0,0,0,0,FALSE
0,0,0,0,-0.27,0,0,-0.45,0,0,0,0,-0.11,0,0,-0.11,FALSE
3.46,0,3.47,0,0,-0.11,0,-2.03,0,-0.01,0,-0.07,0,0,0,0,FALSE
0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
1.67,0,1.57,0,0,0,0,-5.31,0,0,0,-0.34,0,0,0,0,TRUE
0.2,0,0.19,0,0.01,0,0,0,0.16,0,0.26,0,-0.03,0,0,0,FALSE
0.12,0.21,1.47,0,0.01,0,0,0,0.12,0,0.1,0,-0.03,0,-0.11,0,FALSE
0,0,0,0,0,0,0,-1.93,0,0,0,0,0,0,0,-0.82,FALSE
0,0,0.16,0,-0.07,0,0,0,0.09,0,0.17,0,0,0,0,0,FALSE
0,0,0,0,0.24,0,0.19,-1.47,0,-0.07,0,-0.27,0.17,0,0.17,0,TRUE
0,0,0,0,0,0,0,-3.33,0,0,0,-0.41,0,0,0,0,FALSE
0.18,0,0.24,0,0.01,-0.09,0,-0.29,0,0,0.08,0,-0.04,-0.12,-0.01,-0.12,FALSE
1.77,0,0,0,0.24,0,0.35,0,0,0,0,0,0.13,0,0.13,0,TRUE
0.26,0,0.26,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0,FALSE
0.1,0.07,0.15,0,0,0,0,-1.75,0,0,0,-0.06,0,0,0,0,FALSE
1.92,0,2.1,0,0,0,0,0,0.1,0,0.16,0,0,0,0,0,FALSE
0,0,0,0,0.01,0,0,-2.19,0.78,0,0,0.01,0,0,0,0,FALSE
0,0,0,0,0,0,0,-3.44,0,0,0,-0.02,0,0,0,0,FALSE
1.78,0,2.06,0,0,0,0,-2.98,0,0,0.17,-0.21,0,0,0,0,TRUE
0.65,0.36,1.63,0,0.09,-0.13,0.01,-0.34,0,0,0,0,0.4,-0.09,0.52,-0.09,FALSE
0,0,0,0,0.13,0,0.16,0,0,0,0,0,0.09,0,0.09,0,FALSE
1.28,0,0.98,0,0,-0.12,0,-3.46,0,0,0,0,0.36,-0.11,0.36,-0.11,FALSE
0,0,0,0,0.09,0,0.15,-0.18,0,0,0,0,0.01,0,0.01,-0.16,FALSE
0.49,0,0.39,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0,FALSE
0,0.02,0.1,0,0,0,0,0,0,0,0.21,0.01,0,0,0,0,FALSE
0.44,0.29,1.95,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,FALSE
0.33,0,0.41,0,-0.07,0,0,-1.89,0.09,-0.1,0,-0.13,0.07,0,0.07,0,TRUE
0.18,0,0.18,0,0,0,0,0,0,0,0,-0.19,0,0,0,0,TRUE
1.58,0,1.5,0,0,0,0,-4.65,0,0,0,-0.39,0,0,0,0,FALSE
0,0.03,1.18,0.07,0,-0.11,0,-0.14,0,-0.01,0,-0.04,0,0,0,0,FALSE
0.65,-0.5,1.87,0,0.24,0,0.19,0,0,0,0,0,0.27,0,0.27,0,FALSE
0,-0.18,1.39,0.08,0.21,0,0.07,0,0,0,0,-0.04,0.24,0,0.24,0,FALSE
1.96,0,2.08,0,0,0,0,0,0,0,0,-0.19,0.05,0,0.05,0,FALSE
0,0,0,0,-0.07,0,0,-1.35,0.09,0,0,-0.06,0.08,0,0.08,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0.06,1.42,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,FALSE
